Interval,Transfer,Bitrate,Retr,Cwnd
242.00,2.49,20.8,0,126.0
243.00,2.49,20.9,0,126.0
244.00,2.49,20.9,4,89.1
245.00,1.99,16.7,0,105.0
246.00,2.49,20.9,0,105.0
247.00,2.49,20.9,0,105.0
248.00,1.99,16.7,0,105.0
249.00,2.49,20.9,0,105.0
250.00,2.49,20.9,0,105.0
251.00,1.99,16.7,0,105.0
252.00,2.49,20.8,0,105.0
253.00,2.49,20.9,0,105.0
254.00,1.99,16.7,0,105.0
255.00,2.49,20.8,0,105.0
256.00,2.49,20.9,0,105.0
257.00,2.49,20.9,0,105.0
258.00,2.49,20.9,0,105.0
259.00,1.99,16.7,0,105.0
260.00,2.49,20.9,0,105.0
261.00,1.99,16.7,0,105.0
262.00,2.49,20.9,0,105.0
263.00,2.49,20.9,0,105.0
264.00,1.99,16.7,4,72.1
265.00,2.49,20.9,0,87.7
266.00,2.49,20.9,0,99.0
267.00,2.49,20.9,0,102.0
268.00,2.49,20.9,0,103.0
269.00,1.99,16.7,0,103.0
270.00,2.49,20.9,3,74.9
271.00,2.49,20.9,4,63.6
272.00,1.99,16.7,0,77.8
273.00,2.49,20.9,0,90.5
274.00,2.49,20.9,0,99.0
275.00,2.49,20.9,0,102.0
276.00,2.49,20.9,4,70.7
277.00,1.99,16.7,8,53.7
278.00,2.49,20.9,11,48.1
279.00,1.99,16.7,0,70.7
280.00,2.49,20.9,0,86.3
281.00,2.49,20.9,0,99.0
282.00,2.49,20.9,0,102.0
283.00,1.99,16.7,0,103.0
284.00,2.49,20.9,0,103.0
285.00,2.49,20.9,0,103.0
286.00,1.99,16.7,0,103.0
287.00,2.49,20.9,0,103.0
288.00,2.49,20.9,0,170.0
289.00,1.99,16.7,0,170.0
290.00,2.49,20.8,0,170.0
291.00,2.49,20.9,0,170.0
292.00,2.49,20.9,0,170.0
293.00,2.49,20.9,0,170.0
294.00,2.49,20.8,0,170.0
295.00,2.49,20.9,0,170.0
296.00,2.49,20.8,0,170.0
297.00,2.49,20.9,0,170.0
298.00,2.49,20.9,0,170.0
299.00,2.49,20.8,0,170.0
300.00,1.99,16.7,0,170.0
301.00,2.49,20.9,0,170.0
302.00,2.49,20.9,0,170.0
303.00,1.99,16.7,0,170.0
304.00,2.49,20.9,0,170.0
305.00,2.49,20.9,0,170.0
306.00,1.99,16.7,0,170.0
307.00,2.49,20.9,0,170.0
308.00,2.49,20.8,0,170.0
309.00,2.49,20.9,0,170.0
310.00,1.99,16.7,4,119.0
311.00,2.49,20.9,0,119.0
312.00,2.49,20.9,0,119.0
313.00,2.49,20.8,0,119.0
314.00,1.99,16.7,0,119.0
315.00,2.49,20.9,0,119.0
316.00,2.49,20.9,0,119.0
317.00,2.49,20.9,0,119.0
318.00,2.49,20.9,0,119.0
319.00,2.49,20.9,0,119.0
320.00,2.49,20.9,0,119.0
321.00,2.49,20.9,0,119.0
322.00,2.05,17.2,7,66.5
323.00,2.49,20.9,0,82.0
324.00,1.99,16.7,0,90.5
325.00,2.49,20.9,0,100.0
326.00,1.99,16.7,4,70.7
327.00,2.49,20.9,2,66.5
328.00,1.99,16.7,4,66.5
329.00,2.49,20.9,0,82.0
330.00,1.99,16.7,0,89.1
331.00,2.49,20.8,0,100.0
332.00,2.49,20.9,0,102.0
333.00,2.49,20.9,0,102.0
334.00,1.99,16.7,0,103.0
335.00,2.49,20.9,0,103.0
336.00,2.49,20.9,0,103.0
337.00,2.49,20.9,0,103.0
338.00,1.99,16.7,0,103.0
339.00,2.49,20.9,0,198.0
340.00,2.49,20.9,0,198.0
341.00,2.49,20.9,0,198.0
342.00,1.99,16.7,0,198.0
343.00,2.49,20.9,0,198.0
344.00,1.99,16.7,0,198.0
345.00,2.49,20.9,0,198.0
346.00,2.49,20.8,0,198.0
347.00,1.99,16.7,0,198.0
348.00,2.49,20.9,0,198.0
349.00,2.49,20.9,0,198.0
350.00,1.99,16.7,0,198.0
351.00,2.49,20.9,12,73.5
352.00,2.49,20.9,0,84.8
353.00,1.99,16.7,0,96.2
354.00,2.49,20.9,0,100.0
355.00,2.49,20.9,0,102.0
356.00,2.49,20.9,0,102.0
357.00,1.99,16.7,0,102.0
358.00,2.49,20.8,0,123.0
359.00,2.49,20.9,0,123.0
360.00,2.49,20.9,0,123.0
361.00,1.99,16.7,0,123.0
362.00,2.49,20.8,0,123.0
363.00,2.49,20.9,0,123.0
364.00,1.99,16.7,0,123.0
365.00,2.49,20.9,0,123.0
366.00,2.49,20.9,0,123.0
367.00,1.99,16.7,0,123.0
368.00,2.49,20.8,0,123.0
369.00,2.49,20.9,0,123.0
370.00,2.49,20.9,0,123.0
371.00,2.49,20.9,0,123.0
372.00,2.49,20.8,0,123.0
373.00,1.99,16.7,0,123.0
374.00,1.99,16.7,0,123.0
375.00,2.49,20.9,0,123.0
376.00,2.49,20.9,0,123.0
377.00,1.99,16.7,0,123.0
378.00,2.49,20.9,0,123.0
379.00,2.49,20.9,0,123.0
380.00,1.99,16.7,0,123.0
381.00,2.49,20.9,0,123.0
382.00,2.49,20.9,0,123.0
383.00,1.99,16.7,0,123.0
384.00,2.49,20.8,0,123.0
385.00,2.98,25.0,0,123.0
386.00,2.49,20.8,0,123.0
387.00,2.49,20.9,0,123.0
388.00,2.49,20.8,0,123.0
389.00,2.49,20.9,0,123.0
390.00,2.49,20.9,0,123.0
391.00,2.98,25.0,0,123.0
392.00,2.49,20.9,0,123.0
393.00,2.49,20.8,0,123.0
394.00,2.49,20.9,0,123.0
395.00,2.49,20.9,0,123.0
396.00,2.49,20.9,0,123.0
397.00,2.98,25.0,0,123.0
398.00,2.49,20.8,0,123.0
399.00,2.49,20.9,0,123.0
400.00,2.49,20.9,0,123.0
401.00,2.49,20.9,0,123.0
402.00,2.49,20.9,0,123.0
403.00,2.49,20.8,0,123.0
404.00,2.98,25.0,0,123.0
405.00,1.99,16.7,8,67.9
406.00,2.98,25.0,0,84.8
407.00,2.49,20.9,0,99.0
408.00,2.49,20.9,0,100.0
409.00,2.49,20.9,0,103.0
410.00,2.49,20.8,0,105.0
411.00,2.49,20.9,0,105.0
412.00,2.49,20.9,0,105.0
413.00,2.49,20.9,0,154.0
414.00,2.49,20.9,0,154.0
415.00,2.49,20.9,0,205.0
416.00,2.49,20.9,0,205.0
417.00,1.99,16.7,0,205.0
418.00,2.49,20.9,0,205.0
419.00,2.49,20.9,0,205.0
420.00,2.49,20.9,0,205.0
421.00,2.49,20.9,0,205.0
422.00,2.49,20.8,0,205.0
423.00,2.49,20.9,0,205.0
424.00,1.99,16.7,0,205.0
425.00,2.49,20.9,0,205.0
426.00,2.49,20.8,0,205.0
427.00,2.49,20.9,0,205.0
428.00,2.49,20.9,0,205.0
429.00,2.49,20.9,4,143.0
430.00,2.49,20.9,3,103.0
431.00,2.49,20.9,0,103.0
432.00,2.49,20.9,0,103.0
433.00,1.99,16.7,0,103.0
434.00,2.49,20.9,0,103.0
435.00,2.49,20.8,0,119.0
436.00,1.99,16.7,0,119.0
437.00,2.49,20.9,0,119.0
438.00,2.49,20.9,0,119.0
439.00,2.49,20.8,0,119.0
440.00,2.49,20.9,0,119.0
441.00,2.49,20.9,0,119.0
442.00,2.49,20.9,0,119.0
443.00,2.49,20.9,0,119.0
444.00,1.99,16.7,0,119.0
445.00,2.49,20.9,0,119.0
446.00,2.49,20.9,0,119.0
447.00,2.98,25.0,0,119.0
448.00,2.49,20.8,0,119.0
449.00,2.49,20.9,0,119.0
450.00,2.49,20.9,0,119.0
451.00,2.49,20.9,0,119.0
452.00,1.99,16.7,0,119.0
453.00,2.49,20.9,0,119.0
454.00,2.49,20.9,0,119.0
455.00,2.49,20.9,0,119.0
456.00,2.49,20.9,0,119.0
457.00,2.49,20.9,0,119.0
458.00,2.49,20.9,0,119.0
459.00,2.49,20.8,0,119.0
460.00,2.49,20.9,0,119.0
461.00,2.49,20.9,0,119.0
462.00,2.49,20.9,0,119.0
463.00,2.49,20.9,0,119.0
464.00,2.98,25.0,0,119.0
465.00,2.49,20.9,0,119.0
466.00,2.49,20.9,0,119.0
467.00,1.99,16.7,4,93.3
468.00,2.49,20.9,4,74.9
469.00,2.49,20.9,0,89.1
470.00,2.49,20.9,4,76.4
471.00,2.49,20.8,0,89.1
472.00,2.49,20.8,0,102.0
473.00,2.49,20.9,0,103.0
474.00,1.99,16.7,4,76.4
475.00,2.49,20.9,0,93.3
476.00,2.49,20.9,2,74.9
477.00,1.99,16.7,0,86.3
478.00,2.49,20.9,0,97.6
479.00,2.49,20.9,4,76.4
480.00,1.99,16.7,0,91.9
481.00,2.49,20.9,0,100.0
482.00,2.49,20.9,0,103.0
483.00,1.99,16.7,4,84.8
484.00,2.49,20.9,4,76.4
485.00,2.49,20.9,4,69.3
486.00,2.49,20.8,0,86.3
487.00,1.99,16.7,4,73.5
488.00,2.98,25.0,0,87.7
489.00,2.49,20.8,0,102.0
490.00,1.99,16.7,0,103.0
491.00,2.49,20.9,0,103.0
492.00,2.49,20.9,0,103.0
493.00,2.49,20.8,0,103.0
494.00,2.49,20.9,0,109.0
495.00,2.49,20.9,0,109.0
496.00,2.49,20.9,0,109.0
497.00,2.49,20.9,0,109.0
498.00,2.49,20.9,0,109.0
499.00,1.99,16.7,0,109.0
500.00,2.49,20.9,0,109.0
501.00,2.49,20.9,0,109.0
502.00,2.49,20.9,0,109.0
503.00,2.49,20.8,0,109.0
504.00,2.49,20.9,0,109.0
505.00,2.49,20.9,0,109.0
506.00,2.49,20.9,0,109.0
507.00,2.49,20.9,0,109.0
508.00,2.49,20.9,0,109.0
509.00,1.99,16.7,0,109.0
510.00,2.49,20.9,0,109.0
511.00,2.98,25.0,0,109.0
512.00,1.99,16.7,0,109.0
513.00,2.49,20.9,0,109.0
514.00,2.49,20.9,0,109.0
515.00,2.49,20.8,0,109.0
516.00,1.99,16.7,0,109.0
517.00,2.49,20.9,0,109.0
518.00,2.98,25.0,0,109.0
519.00,1.99,16.7,4,86.3
520.00,2.49,20.9,0,100.0
521.00,2.49,20.9,0,102.0
522.00,2.49,20.9,0,107.0
523.00,1.99,16.7,0,109.0
524.00,2.49,20.9,0,109.0
525.00,2.49,20.9,0,109.0
526.00,2.49,20.9,0,109.0
527.00,2.49,20.9,0,109.0
528.00,2.49,20.8,0,109.0
529.00,2.49,20.9,0,109.0
530.00,2.49,20.9,0,109.0
531.00,2.49,20.9,0,109.0
532.00,1.99,16.7,0,109.0
533.00,2.49,20.9,0,109.0
534.00,2.49,20.9,0,109.0
535.00,2.49,20.9,0,109.0
536.00,2.49,20.9,0,109.0
537.00,2.49,20.8,0,109.0
538.00,2.49,20.9,0,109.0
539.00,2.49,20.9,0,109.0
540.00,2.49,20.8,0,109.0
541.00,2.49,20.9,0,109.0
542.00,2.49,20.9,0,109.0
543.00,2.49,20.8,0,109.0
544.00,2.49,20.8,0,109.0
545.00,1.99,16.7,0,109.0
546.00,2.49,20.9,0,109.0
547.00,2.49,20.9,0,109.0
548.00,2.49,20.9,0,109.0
549.00,2.49,20.9,0,109.0
550.00,2.49,20.9,0,109.0
551.00,1.99,16.7,0,109.0
552.00,2.49,20.8,0,109.0
553.00,2.49,20.9,0,109.0
554.00,2.49,20.9,12,45.2
555.00,2.49,20.9,0,66.5
556.00,1.99,16.7,4,59.4
557.00,2.49,20.9,4,56.6
558.00,2.49,20.9,0,79.2
559.00,2.49,20.8,0,93.3
560.00,2.49,20.9,4,76.4
561.00,2.49,20.9,0,93.3
562.00,2.49,20.9,0,100.0
563.00,2.49,20.8,0,102.0
564.00,2.49,20.9,0,103.0
565.00,2.49,20.8,0,103.0
566.00,2.49,20.9,0,103.0
567.00,2.49,20.9,0,103.0
568.00,2.49,20.8,0,103.0
569.00,2.49,20.9,0,103.0
570.00,1.99,16.7,0,103.0
571.00,2.49,20.9,0,103.0
572.00,2.49,20.9,0,103.0
573.00,2.49,20.9,0,103.0
574.00,1.99,16.7,0,103.0
575.00,2.49,20.9,0,174.0
576.00,2.49,20.9,0,174.0
577.00,1.99,16.7,0,174.0
578.00,2.49,20.9,0,174.0
579.00,2.49,20.9,0,174.0
580.00,2.49,20.9,0,174.0
581.00,2.49,20.9,0,174.0
582.00,2.49,20.9,0,174.0
583.00,2.49,20.9,0,174.0
584.00,1.99,16.7,0,174.0
585.00,2.49,20.9,0,174.0
586.00,2.98,25.0,0,174.0
587.00,1.99,16.7,0,174.0
588.00,2.49,20.9,0,174.0
589.00,2.49,20.9,0,174.0
590.00,2.49,20.9,0,174.0
591.00,1.99,16.7,0,174.0
592.00,2.49,20.8,0,174.0
593.00,1.99,16.7,0,174.0
594.00,2.49,20.9,0,174.0
595.00,2.49,20.9,0,174.0
596.00,2.49,20.9,0,174.0
597.00,2.49,20.9,0,174.0
598.00,2.49,20.9,0,174.0
599.00,2.49,20.8,0,174.0
600.00,2.49,20.9,0,174.0
601.00,2.49,20.9,0,174.0
602.00,2.49,20.8,0,174.0
603.00,1.99,16.7,0,174.0
604.00,2.49,20.9,0,174.0
605.00,1.99,16.7,0,174.0
606.00,2.49,20.9,0,174.0
607.00,1.99,16.7,0,174.0
608.00,2.49,20.9,0,174.0
609.00,2.49,20.9,0,174.0
610.00,1.99,16.7,0,174.0
611.00,2.49,20.9,0,174.0
612.00,2.49,20.9,0,174.0
613.00,1.99,16.7,0,174.0
614.00,2.49,20.9,0,174.0
615.00,2.49,20.9,0,174.0
616.00,2.49,20.9,0,174.0
617.00,1.99,16.7,0,174.0
618.00,2.49,20.9,0,174.0
619.00,2.49,20.9,0,174.0
620.00,2.49,20.9,0,174.0
621.00,2.49,20.9,0,174.0
622.00,2.49,20.9,0,174.0
623.00,2.49,20.9,0,174.0
624.00,1.99,16.7,0,174.0
625.00,2.49,20.9,0,242.0
626.00,2.49,20.8,0,242.0
627.00,2.49,20.9,0,242.0
628.00,2.49,20.9,0,242.0
629.00,2.49,20.9,0,242.0
630.00,2.49,20.9,0,242.0
631.00,2.49,20.9,0,242.0
632.00,1.99,16.7,0,242.0
633.00,2.49,20.9,0,242.0
634.00,2.49,20.9,0,242.0
635.00,2.49,20.9,0,242.0
636.00,1.99,16.7,0,242.0
637.00,2.49,20.9,0,242.0
638.00,1.99,16.7,0,242.0
639.00,2.49,20.9,0,242.0
640.00,2.49,20.8,0,242.0
641.00,1.99,16.7,0,242.0
642.00,2.49,20.9,0,242.0
643.00,2.49,20.9,0,242.0
644.00,2.49,20.9,0,242.0
645.00,1.99,16.7,0,242.0
646.00,2.49,20.9,0,242.0
647.00,2.98,25.0,0,242.0
648.00,2.49,20.8,0,242.0
649.00,2.49,20.9,4,168.0
650.00,2.49,20.9,0,168.0
651.00,2.49,20.9,0,168.0
652.00,2.49,20.9,4,117.0
653.00,2.49,20.8,0,117.0
654.00,2.49,20.9,0,117.0
655.00,2.49,20.9,0,117.0
656.00,2.49,20.9,0,117.0
657.00,2.49,20.9,0,117.0
658.00,2.98,25.0,0,117.0
659.00,2.49,20.8,0,117.0
660.00,2.49,20.9,0,117.0
661.00,2.49,20.9,0,117.0
662.00,2.49,20.8,0,117.0
663.00,2.49,20.9,4,93.3
664.00,2.49,20.9,8,63.6
665.00,2.49,20.9,0,82.0
666.00,2.49,20.9,0,97.6
667.00,2.49,20.8,0,100.0
668.00,2.49,20.9,0,103.0
669.00,2.49,20.9,0,103.0
670.00,2.49,20.9,4,89.1
671.00,2.98,25.0,0,100.0
672.00,2.49,20.8,0,103.0
673.00,2.49,20.9,0,103.0
674.00,2.49,20.8,0,103.0
675.00,2.49,20.9,0,106.0
676.00,2.49,20.8,0,106.0
677.00,2.49,20.9,0,106.0
678.00,2.49,20.9,0,106.0
679.00,2.49,20.9,0,106.0
680.00,2.49,20.9,0,106.0
681.00,2.49,20.9,0,106.0
682.00,2.49,20.9,0,106.0
683.00,2.49,20.8,0,106.0
684.00,2.49,20.9,0,106.0
685.00,2.49,20.8,0,106.0
686.00,2.49,20.9,0,106.0
687.00,2.49,20.8,0,106.0
688.00,2.49,20.9,0,106.0
689.00,2.49,20.9,0,106.0
690.00,2.49,20.9,0,106.0
691.00,2.49,20.9,0,106.0
692.00,2.49,20.8,0,106.0
693.00,2.49,20.9,0,106.0
694.00,2.49,20.9,0,106.0
695.00,2.49,20.8,0,106.0
696.00,2.49,20.9,0,106.0
697.00,2.55,21.4,4,89.1
698.00,2.49,20.9,0,105.0
699.00,2.49,20.9,0,105.0
700.00,2.49,20.9,0,105.0
701.00,1.99,16.7,12,46.7
702.00,1.99,16.7,4,48.1
703.00,2.49,20.9,0,70.7
704.00,2.49,20.9,0,84.8
705.00,1.99,16.7,0,96.2
706.00,2.49,20.9,0,102.0
707.00,2.49,20.9,0,103.0
708.00,1.99,16.7,0,103.0
709.00,2.49,20.9,0,103.0
710.00,2.49,20.9,0,103.0
711.00,2.49,20.9,0,168.0
712.00,2.49,20.9,0,168.0
713.00,1.99,16.7,0,168.0
714.00,2.49,20.9,0,168.0
715.00,2.49,20.9,0,168.0
716.00,1.99,16.7,0,168.0
717.00,2.49,20.9,0,168.0
718.00,2.49,20.9,0,168.0
719.00,2.49,20.9,0,168.0
720.00,2.49,20.9,0,168.0
721.00,2.49,20.9,0,168.0
722.00,2.49,20.8,0,239.0
723.00,2.49,20.9,0,239.0
724.00,1.99,16.7,0,239.0
725.00,2.49,20.9,0,239.0
726.00,2.49,20.9,0,239.0
727.00,2.49,20.9,0,239.0
728.00,2.49,20.9,0,239.0
729.00,1.99,16.7,0,239.0
730.00,2.49,20.9,4,167.0
731.00,2.49,20.9,7,83.4
732.00,2.49,20.8,0,97.6
733.00,2.49,20.9,4,72.1
734.00,2.49,20.9,0,89.1
735.00,1.99,16.7,2,77.8
736.00,2.49,20.9,0,89.1
737.00,2.49,20.9,0,102.0
738.00,2.49,20.9,0,103.0
739.00,1.99,16.7,0,105.0
740.00,2.49,20.9,0,105.0
741.00,2.49,20.9,0,105.0
742.00,2.49,20.9,0,112.0
743.00,2.49,20.9,0,112.0
744.00,1.99,16.7,0,112.0
745.00,2.49,20.9,4,96.2
746.00,2.49,20.9,0,103.0
747.00,2.49,20.8,0,109.0
748.00,2.49,20.9,0,109.0
749.00,2.49,20.9,0,109.0
750.00,1.99,16.7,4,87.7
751.00,1.99,16.7,0,96.2
752.00,2.49,20.9,0,102.0
753.00,2.49,20.9,0,103.0
754.00,1.99,16.7,0,105.0
755.00,2.49,20.9,0,105.0
756.00,1.99,16.7,0,105.0
757.00,2.49,20.9,0,105.0
758.00,2.49,20.9,0,105.0
759.00,1.99,16.7,0,167.0
760.00,2.49,20.9,0,167.0
761.00,2.49,20.9,0,167.0
762.00,1.99,16.7,0,167.0
763.00,2.49,20.9,8,83.4
764.00,1.99,16.7,7,59.4
765.00,1.99,16.7,4,58.0
766.00,2.49,20.8,0,76.4
767.00,2.49,20.9,0,87.7
768.00,1.99,16.7,0,94.7
769.00,2.49,20.9,0,100.0
770.00,2.49,20.9,0,100.0
771.00,2.49,20.9,0,103.0
772.00,2.49,20.8,0,103.0
773.00,2.49,20.9,0,103.0
774.00,1.99,16.7,0,170.0
