Interval,Transfer,Bitrate,Retr,Cwnd
283.00,0.0,0.0,1,1.41
284.00,0.0,0.0,0,1.41
285.00,0.0,0.0,0,1.41
286.00,0.0,0.0,1,1.41
287.00,0.0,0.0,0,1.41
288.00,0.0,0.0,0,1.41
289.00,0.0,0.0,0,1.41
290.00,1018.0,8.35,71,60.8
291.00,1.24,10.4,0,84.8
292.00,1018.0,8.34,0,94.7
293.00,764.0,6.26,0,100.0
294.00,764.0,6.26,0,100.0
295.00,764.0,6.26,0,100.0
296.00,764.0,6.26,0,100.0
297.00,764.0,6.25,1,1.41
298.00,0.0,0.0,0,1.41
299.00,0.0,0.0,0,1.41
300.00,0.0,0.0,1,1.41
301.00,0.0,0.0,0,1.41
302.00,0.0,0.0,0,1.41
303.00,0.0,0.0,1,1.41
304.00,0.0,0.0,0,1.41
305.00,0.0,0.0,0,1.41
306.00,0.0,0.0,0,1.41
307.00,764.0,6.26,70,50.9
308.00,764.0,6.26,0,77.8
309.00,764.0,6.25,0,93.3
310.00,764.0,6.26,0,99.0
311.00,764.0,6.26,0,100.0
312.00,1018.0,8.34,0,100.0
313.00,0.0,0.0,1,1.41
314.00,0.0,0.0,0,1.41
315.00,0.0,0.0,1,1.41
316.00,0.0,0.0,0,1.41
317.00,0.0,0.0,0,1.41
318.00,0.0,0.0,1,1.41
319.00,0.0,0.0,0,1.41
320.00,0.0,0.0,0,1.41
321.00,0.0,0.0,0,1.41
322.00,509.0,4.17,68,76.4
323.00,764.0,6.25,0,91.9
324.00,764.0,6.25,0,91.9
325.00,764.0,6.25,0,100.0
326.00,764.0,6.25,0,102.0
327.00,1.24,10.4,0,102.0
328.00,255.0,2.08,1,1.41
329.00,0.0,0.0,0,1.41
330.00,0.0,0.0,0,1.41
331.00,0.0,0.0,1,1.41
332.00,0.0,0.0,0,1.41
333.00,0.0,0.0,0,1.41
334.00,0.0,0.0,1,1.41
335.00,0.0,0.0,0,1.41
336.00,0.0,0.0,0,1.41
337.00,0.0,0.0,0,1.41
338.00,764.0,6.26,69,52.3
339.00,1018.0,8.34,0,80.6
340.00,509.0,4.17,0,96.2
341.00,764.0,6.26,0,96.2
342.00,1018.0,8.34,0,96.2
343.00,509.0,4.17,1,1.41
344.00,0.0,0.0,0,1.41
345.00,0.0,0.0,0,1.41
346.00,0.0,0.0,1,1.41
347.00,0.0,0.0,0,1.41
348.00,0.0,0.0,0,1.41
349.00,0.0,0.0,1,1.41
350.00,0.0,0.0,0,1.41
351.00,0.0,0.0,0,1.41
352.00,0.0,0.0,0,1.41
353.00,509.0,4.17,65,39.6
354.00,764.0,6.25,0,69.3
355.00,1018.0,8.34,0,86.3
356.00,764.0,6.26,0,94.7
357.00,764.0,6.25,0,97.6
358.00,1018.0,8.34,1,1.41
359.00,0.0,0.0,0,1.41
360.00,0.0,0.0,0,1.41
361.00,0.0,0.0,1,1.41
362.00,0.0,0.0,0,1.41
363.00,0.0,0.0,0,1.41
364.00,0.0,0.0,1,1.41
365.00,0.0,0.0,0,1.41
366.00,0.0,0.0,0,1.41
367.00,0.0,0.0,0,1.41
368.00,509.0,4.17,66,39.6
369.00,764.0,6.25,0,66.5
370.00,764.0,6.26,0,86.3
371.00,1018.0,8.34,0,96.2
372.00,764.0,6.26,0,96.2
373.00,1018.0,8.34,0,96.2
374.00,0.0,0.0,1,1.41
375.00,0.0,0.0,0,1.41
376.00,0.0,0.0,0,1.41
377.00,0.0,0.0,1,1.41
378.00,0.0,0.0,0,1.41
379.00,0.0,0.0,0,1.41
380.00,0.0,0.0,1,1.41
381.00,0.0,0.0,0,1.41
382.00,0.0,0.0,0,1.41
383.00,255.0,2.09,64,26.9
384.00,1018.0,8.34,0,60.8
385.00,764.0,6.26,0,77.8
386.00,764.0,6.25,0,93.3
387.00,509.0,4.17,0,96.2
388.00,1018.0,8.34,0,99.0
389.00,255.0,2.08,1,1.41
390.00,0.0,0.0,1,1.41
391.00,0.0,0.0,0,1.41
392.00,0.0,0.0,0,1.41
393.00,0.0,0.0,1,1.41
394.00,0.0,0.0,0,1.41
395.00,0.0,0.0,0,1.41
396.00,0.0,0.0,0,1.41
397.00,0.0,0.0,1,1.41
398.00,0.0,0.0,0,1.41
399.00,0.0,0.0,0,1.41
400.00,0.0,0.0,1,1.41
401.00,0.0,0.0,0,1.41
402.00,0.0,0.0,0,1.41
403.00,255.0,2.09,66,31.1
404.00,1.24,10.4,0,66.5
405.00,1.24,10.4,0,83.4
406.00,764.0,6.25,0,96.2
407.00,764.0,6.26,0,100.0
408.00,764.0,6.25,0,100.0
409.00,1018.0,8.34,0,100.0
410.00,764.0,6.25,1,1.41
411.00,0.0,0.0,0,1.41
412.00,0.0,0.0,0,1.41
413.00,0.0,0.0,1,1.41
414.00,0.0,0.0,0,1.41
415.00,0.0,0.0,0,1.41
416.00,0.0,0.0,1,1.41
417.00,0.0,0.0,0,1.41
418.00,0.0,0.0,0,1.41
419.00,0.0,0.0,0,1.41
420.00,764.0,6.26,70,45.2
421.00,764.0,6.25,0,72.1
422.00,764.0,6.26,0,87.7
423.00,764.0,6.25,0,94.7
424.00,764.0,6.26,0,100.0
425.00,1.24,10.4,0,100.0
426.00,0.0,0.0,1,1.41
427.00,0.0,0.0,0,1.41
428.00,0.0,0.0,0,1.41
429.00,0.0,0.0,1,1.41
430.00,0.0,0.0,0,1.41
431.00,0.0,0.0,0,1.41
432.00,0.0,0.0,1,1.41
433.00,0.0,0.0,0,1.41
434.00,0.0,0.0,0,1.41
435.00,509.0,4.17,70,45.2
436.00,1018.0,8.34,0,69.3
437.00,764.0,6.25,0,90.5
438.00,764.0,6.26,0,96.2
439.00,764.0,6.26,0,100.0
440.00,1018.0,8.34,0,100.0
441.00,255.0,2.08,1,1.41
442.00,0.0,0.0,0,1.41
443.00,0.0,0.0,0,1.41
444.00,0.0,0.0,1,1.41
445.00,0.0,0.0,0,1.41
446.00,0.0,0.0,0,1.41
447.00,0.0,0.0,1,1.41
448.00,0.0,0.0,0,1.41
449.00,0.0,0.0,0,1.41
450.00,0.0,0.0,0,1.41
451.00,764.0,6.26,69,48.1
452.00,764.0,6.25,0,76.4
453.00,764.0,6.26,0,90.5
454.00,764.0,6.26,0,94.7
455.00,1018.0,8.34,0,102.0
456.00,764.0,6.25,1,1.41
457.00,0.0,0.0,0,1.41
458.00,0.0,0.0,0,1.41
459.00,0.0,0.0,1,1.41
460.00,0.0,0.0,0,1.41
461.00,0.0,0.0,0,1.41
462.00,0.0,0.0,1,1.41
463.00,0.0,0.0,0,1.41
464.00,0.0,0.0,0,1.41
465.00,0.0,0.0,0,1.41
466.00,1018.0,8.35,70,48.1
467.00,509.0,4.17,0,73.5
468.00,764.0,6.26,0,90.5
469.00,764.0,6.26,0,100.0
470.00,509.0,4.17,0,100.0
471.00,1018.0,8.34,0,100.0
472.00,0.0,0.0,1,1.41
473.00,0.0,0.0,0,1.41
474.00,0.0,0.0,1,1.41
475.00,0.0,0.0,0,1.41
476.00,0.0,0.0,0,1.41
477.00,0.0,0.0,0,1.41
478.00,0.0,0.0,1,1.41
479.00,0.0,0.0,0,1.41
480.00,0.0,0.0,0,1.41
481.00,0.0,0.0,1,1.41
482.00,0.0,0.0,0,1.41
483.00,0.0,0.0,0,1.41
484.00,255.0,2.09,70,73.5
485.00,1.24,10.4,0,89.1
486.00,764.0,6.25,0,94.7
487.00,1018.0,8.34,0,94.7
488.00,764.0,6.26,0,99.0
489.00,764.0,6.26,0,99.0
490.00,1018.0,8.34,1,1.41
491.00,0.0,0.0,0,1.41
492.00,0.0,0.0,0,1.41
493.00,0.0,0.0,1,1.41
494.00,0.0,0.0,0,1.41
495.00,0.0,0.0,0,1.41
496.00,0.0,0.0,1,1.41
497.00,0.0,0.0,0,1.41
498.00,0.0,0.0,0,1.41
499.00,0.0,0.0,0,1.41
500.00,509.0,4.17,70,42.4
501.00,509.0,4.17,0,70.7
502.00,764.0,6.26,0,89.1
503.00,764.0,6.25,0,93.3
504.00,764.0,6.26,0,99.0
505.00,1.24,10.4,0,99.0
506.00,0.0,0.0,1,1.41
507.00,0.0,0.0,0,1.41
508.00,0.0,0.0,0,1.41
509.00,0.0,0.0,1,1.41
510.00,0.0,0.0,0,1.41
511.00,0.0,0.0,0,1.41
512.00,0.0,0.0,1,1.41
513.00,0.0,0.0,0,1.41
514.00,0.0,0.0,0,1.41
515.00,0.0,0.0,19,14.1
516.00,1018.0,8.35,51,56.6
517.00,764.0,6.26,0,83.4
518.00,764.0,6.25,0,91.9
519.00,764.0,6.25,0,96.2
520.00,1018.0,8.34,0,99.0
521.00,509.0,4.17,1,1.41
522.00,0.0,0.0,0,1.41
523.00,0.0,0.0,0,1.41
524.00,0.0,0.0,1,1.41
525.00,0.0,0.0,0,1.41
526.00,0.0,0.0,0,1.41
527.00,0.0,0.0,1,1.41
528.00,0.0,0.0,0,1.41
529.00,0.0,0.0,0,1.41
530.00,0.0,0.0,0,1.41
531.00,1018.0,8.35,69,50.9
532.00,764.0,6.25,0,76.4
533.00,764.0,6.26,0,89.1
534.00,764.0,6.26,0,97.6
535.00,764.0,6.26,0,97.6
536.00,764.0,6.25,1,1.41
537.00,0.0,0.0,0,1.41
538.00,0.0,0.0,1,1.41
539.00,0.0,0.0,0,1.41
540.00,0.0,0.0,0,1.41
541.00,0.0,0.0,1,1.41
542.00,0.0,0.0,0,1.41
543.00,0.0,0.0,0,1.41
544.00,0.0,0.0,1,1.41
545.00,0.0,0.0,0,1.41
546.00,0.0,0.0,0,1.41
547.00,0.0,0.0,1,1.41
548.00,0.0,0.0,0,1.41
549.00,0.0,0.0,0,1.41
550.00,0.0,0.0,0,1.41
551.00,1.24,10.4,67,52.3
552.00,1.24,10.4,0,79.2
553.00,764.0,6.25,0,87.7
554.00,764.0,6.26,0,97.6
555.00,764.0,6.26,0,97.6
556.00,764.0,6.26,0,99.0
557.00,1018.0,8.34,0,100.0
558.00,0.0,0.0,1,1.41
559.00,0.0,0.0,0,1.41
560.00,0.0,0.0,0,1.41
561.00,0.0,0.0,1,1.41
562.00,0.0,0.0,0,1.41
563.00,0.0,0.0,0,1.41
564.00,0.0,0.0,1,1.41
565.00,0.0,0.0,0,1.41
566.00,0.0,0.0,0,1.41
567.00,509.0,4.17,68,35.4
568.00,764.0,6.25,0,63.6
569.00,764.0,6.25,0,84.8
570.00,764.0,6.26,0,89.1
571.00,764.0,6.26,0,99.0
572.00,1018.0,8.34,0,99.0
573.00,509.0,4.17,1,1.41
574.00,0.0,0.0,0,1.41
575.00,0.0,0.0,0,1.41
576.00,0.0,0.0,1,1.41
577.00,0.0,0.0,0,1.41
578.00,0.0,0.0,0,1.41
579.00,0.0,0.0,1,1.41
580.00,0.0,0.0,0,1.41
581.00,0.0,0.0,0,1.41
582.00,0.0,0.0,0,1.41
583.00,1018.0,8.35,68,58.0
584.00,764.0,6.26,0,80.6
585.00,764.0,6.26,0,90.5
586.00,764.0,6.26,0,99.0
587.00,764.0,6.25,0,100.0
588.00,764.0,6.25,1,1.41
589.00,0.0,0.0,0,1.41
590.00,0.0,0.0,0,1.41
591.00,0.0,0.0,1,1.41
592.00,0.0,0.0,0,1.41
593.00,0.0,0.0,0,1.41
594.00,0.0,0.0,1,1.41
595.00,0.0,0.0,0,1.41
596.00,0.0,0.0,0,1.41
597.00,0.0,0.0,0,1.41
598.00,764.0,6.26,66,41.0
599.00,764.0,6.25,0,69.3
600.00,764.0,6.26,0,89.1
601.00,764.0,6.25,0,96.2
602.00,764.0,6.26,0,100.0
603.00,1.24,10.4,0,100.0
604.00,0.0,0.0,1,1.41
605.00,0.0,0.0,0,1.41
606.00,0.0,0.0,1,1.41
607.00,0.0,0.0,0,1.41
608.00,0.0,0.0,0,1.41
609.00,0.0,0.0,0,1.41
610.00,0.0,0.0,1,1.41
611.00,0.0,0.0,0,1.41
612.00,0.0,0.0,0,1.41
613.00,255.0,2.09,67,76.4
614.00,764.0,6.25,0,89.1
615.00,764.0,6.26,0,96.2
616.00,764.0,6.26,0,102.0
617.00,764.0,6.26,0,102.0
618.00,1018.0,8.34,0,102.0
619.00,255.0,2.08,1,1.41
620.00,0.0,0.0,0,1.41
621.00,0.0,0.0,0,1.41
622.00,0.0,0.0,1,1.41
623.00,0.0,0.0,0,1.41
624.00,0.0,0.0,0,1.41
625.00,0.0,0.0,1,1.41
626.00,0.0,0.0,0,1.41
627.00,0.0,0.0,0,1.41
628.00,0.0,0.0,0,1.41
629.00,1018.0,8.35,70,53.7
630.00,764.0,6.26,0,83.4
631.00,764.0,6.26,0,90.5
632.00,764.0,6.26,0,97.6
633.00,764.0,6.26,0,99.0
634.00,764.0,6.25,1,1.41
635.00,0.0,0.0,0,1.41
636.00,0.0,0.0,0,1.41
637.00,0.0,0.0,1,1.41
638.00,0.0,0.0,0,1.41
639.00,0.0,0.0,0,1.41
640.00,0.0,0.0,1,1.41
641.00,0.0,0.0,0,1.41
642.00,0.0,0.0,0,1.41
643.00,0.0,0.0,0,1.41
644.00,764.0,6.26,70,48.1
645.00,764.0,6.26,0,76.4
646.00,764.0,6.26,0,89.1
647.00,764.0,6.25,0,96.2
648.00,764.0,6.26,0,96.2
649.00,1018.0,8.34,0,103.0
650.00,0.0,0.0,1,1.41
651.00,0.0,0.0,0,1.41
652.00,0.0,0.0,1,1.41
653.00,0.0,0.0,0,1.41
654.00,0.0,0.0,0,1.41
655.00,0.0,0.0,1,1.41
656.00,0.0,0.0,0,1.41
657.00,0.0,0.0,0,1.41
658.00,0.0,0.0,0,1.41
659.00,509.0,4.18,70,39.6
660.00,764.0,6.25,0,69.3
661.00,764.0,6.26,0,82.0
662.00,764.0,6.25,0,96.2
663.00,764.0,6.26,0,102.0
664.00,1018.0,8.34,0,102.0
665.00,255.0,2.08,1,1.41
666.00,0.0,0.0,0,1.41
667.00,0.0,0.0,0,1.41
668.00,0.0,0.0,1,1.41
669.00,0.0,0.0,0,1.41
670.00,0.0,0.0,0,1.41
671.00,0.0,0.0,1,1.41
672.00,0.0,0.0,0,1.41
673.00,0.0,0.0,0,1.41
674.00,0.0,0.0,45,22.6
675.00,764.0,6.26,26,53.7
676.00,764.0,6.26,0,77.8
677.00,764.0,6.25,0,86.3
678.00,764.0,6.26,0,99.0
679.00,1018.0,8.34,0,102.0
680.00,509.0,4.17,1,1.41
681.00,0.0,0.0,0,1.41
682.00,0.0,0.0,1,1.41
683.00,0.0,0.0,0,1.41
684.00,0.0,0.0,0,1.41
685.00,0.0,0.0,1,1.41
686.00,0.0,0.0,0,1.41
687.00,0.0,0.0,0,1.41
688.00,0.0,0.0,0,1.41
689.00,0.0,0.0,1,1.41
690.00,0.0,0.0,0,1.41
691.00,0.0,0.0,0,1.41
692.00,0.0,0.0,1,1.41
693.00,0.0,0.0,0,1.41
694.00,0.0,0.0,0,1.41
695.00,0.0,0.0,0,1.41
696.00,0.0,0.0,1,1.41
697.00,0.0,0.0,0,1.41
698.00,0.0,0.0,0,1.41
699.00,0.0,0.0,1,1.41
700.00,0.0,0.0,0,1.41
701.00,0.0,0.0,0,1.41
702.00,0.0,0.0,0,1.41
703.00,0.0,0.0,0,1.41
704.00,0.0,0.0,0,1.41
705.00,0.0,0.0,0,1.41
706.00,0.0,0.0,0,1.41
707.00,509.0,4.17,70,83.4
708.00,764.0,6.26,0,96.2
709.00,1018.0,8.34,0,100.0
710.00,0.0,0.0,1,1.41
711.00,0.0,0.0,1,1.41
712.00,0.0,0.0,0,1.41
713.00,0.0,0.0,0,1.41
714.00,0.0,0.0,1,1.41
715.00,0.0,0.0,0,1.41
716.00,0.0,0.0,0,1.41
717.00,0.0,0.0,1,1.41
718.00,0.0,0.0,0,1.41
719.00,0.0,0.0,0,1.41
720.00,0.0,0.0,1,1.41
721.00,0.0,0.0,0,1.41
722.00,0.0,0.0,0,1.41
723.00,0.0,0.0,1,1.41
724.00,0.0,0.0,0,1.41
725.00,0.0,0.0,0,1.41
726.00,0.0,0.0,1,1.41
727.00,0.0,0.0,0,1.41
728.00,0.0,0.0,0,1.41
729.00,0.0,0.0,0,1.41
730.00,509.0,4.17,68,45.2
731.00,764.0,6.26,0,74.9
732.00,764.0,6.26,0,80.6
733.00,509.0,4.17,0,97.6
734.00,1018.0,8.34,0,97.6
735.00,0.0,0.0,1,1.41
736.00,0.0,0.0,0,1.41
737.00,0.0,0.0,0,1.41
738.00,0.0,0.0,1,1.41
739.00,0.0,0.0,0,1.41
740.00,0.0,0.0,0,1.41
741.00,0.0,0.0,1,1.41
742.00,0.0,0.0,0,1.41
743.00,0.0,0.0,0,1.41
744.00,255.0,2.09,69,35.4
745.00,1018.0,8.34,0,63.6
746.00,764.0,6.26,0,84.8
747.00,764.0,6.25,0,91.9
748.00,764.0,6.26,0,97.6
749.00,1018.0,8.34,0,99.0
750.00,509.0,4.17,1,1.41
751.00,0.0,0.0,0,1.41
752.00,0.0,0.0,0,1.41
753.00,0.0,0.0,1,1.41
754.00,0.0,0.0,0,1.41
755.00,0.0,0.0,0,1.41
756.00,0.0,0.0,1,1.41
757.00,0.0,0.0,0,1.41
758.00,0.0,0.0,0,1.41
759.00,0.0,0.0,0,1.41
760.00,1018.0,8.35,67,83.4
761.00,764.0,6.25,0,93.3
762.00,1018.0,8.34,0,97.6
763.00,764.0,6.26,0,97.6
764.00,509.0,4.17,0,97.6
765.00,1018.0,8.34,1,1.41
766.00,0.0,0.0,0,1.41
767.00,0.0,0.0,1,1.41
768.00,0.0,0.0,0,1.41
769.00,0.0,0.0,0,1.41
770.00,0.0,0.0,1,1.41
